4201976,3868632
4205324,3868632
4205324,3958220
4205324,3851306
4205324,4052698
4205324,380028
5128689,4205324
5128689,4052698
5128689,3868632
5283791,3868632
5283791,4205324
4870645,3868632
4870645,4205324
3891959,3697947
3891959,3728678
4354269,3697947
4395768,3697947
4395768,4205324
4395768,4201976
