5729647,5546409
5546409,4796261
5546409,4637021
4796261,4637021
4637021,4205324
4637021,4354269
4375100,4205324
4375100,4052698
4052698,3868632
4052698,3851306
4052698,380028
3958220,3868632
3958220,3697948
3868632,3697948
3868632,3675200
3868632,3629824
3868632,3519988
3868632,3728678
5841795,3868632
6003144,3868632
6003144,5841795
